Date,Open,High,Low,Close,Volume
2025-09-29 00:00:00+05:30,38.5099983215332,38.5099983215332,37.310001373291016,38.47999954223633,2234
2025-09-30 00:00:00+05:30,38.0,39.779998779296875,37.099998474121094,39.470001220703125,1765
2025-10-01 00:00:00+05:30,39.279998779296875,39.400001525878906,38.0099983215332,39.099998474121094,820
2025-10-03 00:00:00+05:30,40.2400016784668,40.2400016784668,36.0,39.79999923706055,4545
2025-10-06 00:00:00+05:30,37.79999923706055,39.79999923706055,37.79999923706055,38.43000030517578,848
2025-10-07 00:00:00+05:30,38.43000030517578,38.9900016784668,36.65999984741211,38.0,1069
2025-10-08 00:00:00+05:30,39.97999954223633,40.0,37.93000030517578,38.619998931884766,2542
2025-10-09 00:00:00+05:30,38.9900016784668,39.09000015258789,38.099998474121094,38.88999938964844,2983
2025-10-10 00:00:00+05:30,41.439998626708984,41.439998626708984,38.540000915527344,39.13999938964844,1294
2025-10-13 00:00:00+05:30,37.29999923706055,39.54999923706055,37.29999923706055,38.040000915527344,693
2025-10-14 00:00:00+05:30,36.709999084472656,38.68000030517578,36.709999084472656,37.400001525878906,2846
2025-10-15 00:00:00+05:30,37.38999938964844,44.880001068115234,37.25,44.880001068115234,45169
2025-10-16 00:00:00+05:30,53.70000076293945,53.849998474121094,51.54999923706055,53.849998474121094,90179
2025-10-17 00:00:00+05:30,59.9900016784668,64.62000274658203,59.88999938964844,64.62000274658203,376761
2025-10-20 00:00:00+05:30,70.4800033569336,71.08000183105469,68.0999984741211,71.08000183105469,144377
2025-10-21 00:00:00+05:30,77.87999725341797,78.18000030517578,76.8499984741211,78.18000030517578,25580
2025-10-23 00:00:00+05:30,82.08000183105469,82.08000183105469,82.08000183105469,82.08000183105469,24306
2025-10-24 00:00:00+05:30,86.18000030517578,86.18000030517578,86.18000030517578,86.18000030517578,28638
2025-10-27 00:00:00+05:30,88.0,88.0,81.87000274658203,81.87000274658203,25100
2025-10-28 00:00:00+05:30,77.7699966430664,77.7699966430664,77.7699966430664,77.7699966430664,1842
